I,deltaT,T_in,pressure_ratio,Qc,Ptec,Qh,T_sat,m_dot_required,COP
7.0,31.42857142857143,20,1.5,0.496,0.7944285714285715,1.2904285714285715,111.74486049387446,3.3601061815264154e-06,0.6243481388239525
7.0,31.42857142857143,30,1.1,0.496,0.7944285714285715,1.2904285714285715,102.66664677456191,4.242282898027733e-06,0.6243481388239525
7.0,31.42857142857143,30,1.2,0.496,0.7944285714285715,1.2904285714285715,105.16374456813821,4.101345331315789e-06,0.6243481388239525
7.0,31.42857142857143,30,1.3,0.496,0.7944285714285715,1.2904285714285715,107.49465184921638,3.9779838416276895e-06,0.6243481388239525
7.0,31.42857142857143,30,1.4,0.496,0.7944285714285715,1.2904285714285715,109.68224258275194,3.868772550529031e-06,0.6243481388239525
7.0,31.42857142857143,30,1.5,0.496,0.7944285714285715,1.2904285714285715,111.74486049387446,3.771154186407188e-06,0.6243481388239525
7.0,31.42857142857143,40,1.1,0.496,0.7944285714285715,1.2904285714285715,102.66664677456191,4.919243149832652e-06,0.6243481388239525
7.0,31.42857142857143,40,1.2,0.496,0.7944285714285715,1.2904285714285715,105.16374456813821,4.730736008370457e-06,0.6243481388239525
7.0,31.42857142857143,40,1.3,0.496,0.7944285714285715,1.2904285714285715,107.49465184921638,4.567361478616549e-06,0.6243481388239525
7.0,31.42857142857143,40,1.4,0.496,0.7944285714285715,1.2904285714285715,109.68224258275194,4.423974623128033e-06,0.6243481388239525
7.0,31.42857142857143,40,1.5,0.496,0.7944285714285715,1.2904285714285715,111.74486049387446,4.296788240254037e-06,0.6243481388239525
7.0,34.285714285714285,20,1.1,0.47000000000000003,0.7992857142857144,1.2692857142857144,102.66664677456191,3.6680043878434722e-06,0.5880250223413762
7.0,34.285714285714285,20,1.2,0.47000000000000003,0.7992857142857144,1.2692857142857144,105.16374456813821,3.560454329891478e-06,0.5880250223413762
7.0,34.285714285714285,20,1.3,0.47000000000000003,0.7992857142857144,1.2692857142857144,107.49465184921638,3.465601801810189e-06,0.5880250223413762
7.0,34.285714285714285,20,1.4,0.47000000000000003,0.7992857142857144,1.2692857142857144,109.68224258275194,3.381066467172804e-06,0.5880250223413762
7.0,34.285714285714285,20,1.5,0.47000000000000003,0.7992857142857144,1.2692857142857144,111.74486049387446,3.3050529638948523e-06,0.5880250223413762
7.0,34.285714285714285,30,1.1,0.47000000000000003,0.7992857142857144,1.2692857142857144,102.66664677456191,4.172775772055398e-06,0.5880250223413762
7.0,34.285714285714285,30,1.2,0.47000000000000003,0.7992857142857144,1.2692857142857144,105.16374456813821,4.034147378361651e-06,0.5880250223413762
7.0,34.285714285714285,30,1.3,0.47000000000000003,0.7992857142857144,1.2692857142857144,107.49465184921638,3.9128070887702896e-06,0.5880250223413762
7.0,34.285714285714285,30,1.4,0.47000000000000003,0.7992857142857144,1.2692857142857144,109.68224258275194,3.8053851557013662e-06,0.5880250223413762
7.0,34.285714285714285,30,1.5,0.47000000000000003,0.7992857142857144,1.2692857142857144,111.74486049387446,3.7093662068225245e-06,0.5880250223413762
7.0,34.285714285714285,40,1.1,0.47000000000000003,0.7992857142857144,1.2692857142857144,102.66664677456191,4.838644457684392e-06,0.5880250223413762
7.0,34.285714285714285,40,1.2,0.47000000000000003,0.7992857142857144,1.2692857142857144,105.16374456813821,4.653225886679011e-06,0.5880250223413762
7.0,34.285714285714285,40,1.3,0.47000000000000003,0.7992857142857144,1.2692857142857144,107.49465184921638,4.49252814541216e-06,0.5880250223413762
7.0,34.285714285714285,40,1.4,0.47000000000000003,0.7992857142857144,1.2692857142857144,109.68224258275194,4.351490592991539e-06,0.5880250223413762
7.0,34.285714285714285,40,1.5,0.47000000000000003,0.7992857142857144,1.2692857142857144,111.74486049387446,4.226388078673433e-06,0.5880250223413762
